1,0.28,1.45,565,0.27,1.34,444,0.29,1.38,431,0.27,1.46,412,0.34,1.33,368,0.25,1.42,403,0.33,1.26,592,0.29,1.32,526,0.35,1.49,361,0.32,1.39,558,0.3,1.38,302,0.3,1.37,408
2,3.73,5.65,122,4.0,5.55,164,4.13,5.8,190,3.77,5.69,184,4.22,5.54,106,4.25,5.32,165,4.13,5.79,184,4.33,5.71,178,3.57,5.75,162,3.73,5.83,165,3.51,5.85,162,3.98,5.44,123
3,2.91,4.82,152,2.95,4.55,183,3.15,4.75,214,3.06,4.71,244,2.99,4.86,239,3.15,4.78,196,3.12,4.78,192,3.05,5.13,181,2.85,4.59,180,2.64,5.02,200,2.91,4.74,178,3.24,4.56,176
4,3.23,5.01,93,3.39,4.76,72,3.33,4.97,84,3.3,5.04,109,3.59,5.04,77,3.25,5.07,108,3.66,4.85,105,3.63,5.02,88,3.53,4.72,98,3.64,5.14,77,3.49,4.89,116,3.22,5.04,100
5,3.31,6.06,104,3.33,5.91,113,3.76,6.19,51,3.55,5.71,94,3.3,6.08,97,3.62,5.92,62,3.77,6.09,94,3.81,5.92,52,3.78,5.81,69,3.3,5.86,94,3.73,5.76,119,3.39,6.15,91
6,2.81,5.61,248,2.7,5.46,256,2.4,5.47,221,2.46,5.5,264,2.35,5.35,207,2.81,5.56,238,2.32,5.33,239,2.33,5.66,229,2.57,5.59,204,2.66,5.58,238,2.64,5.4,223,2.35,5.36,242
7,1.89,3.41,144,1.92,3.52,129,1.97,3.53,208,1.91,3.34,192,2.04,3.39,211,2.06,3.56,272,2.02,3.43,129,1.83,3.34,170,2.03,3.39,141,1.82,3.45,137,2.03,3.51,152,2.05,3.53,121
8,4.36,6.54,67,4.21,6.53,65,4.25,6.56,43,4.25,6.4,115,4.36,6.38,119,4.33,6.38,100,4.27,6.56,91,4.43,6.49,53,4.41,6.43,72,4.33,6.56,38,4.25,6.35,102,4.47,6.38,104
9,2.24,4.79,90,2.49,4.76,81,2.27,4.83,80,2.44,4.77,97,2.42,4.47,118,2.41,4.43,73,2.4,4.32,78,2.32,4.65,87,2.46,4.37,112,2.26,4.77,69,2.48,4.33,96,2.21,4.74,117
10,0.85,2.73,268,0.79,2.66,264,0.74,2.84,250,0.84,2.62,225,0.83,2.62,285,0.66,2.78,237,0.77,2.56,242,0.7,2.74,205,0.72,2.58,254,0.55,2.57,279,0.87,2.5,259,0.64,2.35,210
11,1.89,3.59,189,1.8,3.3,168,1.73,3.55,150,1.66,3.49,126,1.7,3.86,185,1.72,3.78,121,1.72,3.3,188,1.71,3.77,189,1.86,3.31,192,1.59,3.69,164,1.67,3.9,190,1.68,3.75,127
12,11.81,16.6,40,11.59,16.1,40,11.83,15.69,60,11.72,16.2,51,11.81,16.29,43,11.58,16.62,65,11.76,16.42,45,11.87,15.64,60,11.58,16.84,58,11.6,15.86,40,11.63,16.68,44,11.89,15.84,64
13,21.11,30.31,105,20.88,28.9,82,22.07,30.77,82,22.79,30.32,116,21.26,30.17,98,21.85,29.8,91,21.47,30.33,90,20.61,29.31,117,22.47,29.98,105,20.98,29.29,110,20.89,30.73,120,21.2,30.41,116
14,3.64,5.78,186,3.5,5.7,196,3.36,5.74,193,3.38,5.81,207,3.35,5.91,196,3.33,5.57,205,3.34,6.04,217,3.55,5.66,195,3.6,5.73,220,3.33,5.77,196,3.3,5.54,189,3.31,5.89,203
15,21.59,25.94,124,22.26,26.06,60,18.48,26.41,148,21.95,26.85,75,18.63,25.84,63,21.14,25.68,136,21.31,25.88,88,19.25,25.69,114,22.57,25.64,71,18.98,26.73,108,21.94,26.55,76,20.47,26.67,78
16,28.42,35.94,89,27.93,35.58,53,27.52,34.42,64,28.06,33.52,89,27.03,33.44,59,26.63,36.12,82,26.7,32.59,89,28.15,33.95,82,26.71,36.49,81,27.14,35.65,63,28.19,34.86,78,28.09,33.99,77
